TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg,BFS_density,SWE
2023-12-06 00:00:00,4910.5,13.5478125,2.45167708333333,35.4552083333333,2.45027083333333,244.848958333333,2.46117708333333,0.292161458333333,364.369425,102.802322916667,96.3628333333333,-119.748958333333,-28.9090625,Inf,6.44160416666667,-90.8411458333333,-84.4023333333333,3.2209375,4.06503125,211.422916666667,3.2209375,208.55625,17.59875,-16.9475520833333,67.4561458333333,NaN,NaN,229,6.69049739583333
2023-12-07 00:00:00,5006.5,13.4444791666667,-3.53403125,68.7390625,2.27438541666667,268.469791666667,2.26065625,0.271967147435897,342.681823958333,21.78321875,16.6844166666667,-38.0420625,-9.626125,NaN,5.09846875,-28.4160729166667,-23.3173541666667,2.72305208333333,3.9978125,208.362375,2.72305208333333,217.547916666667,35.5771875,-16.2579895833333,7.05867708333333,NaN,NaN,230,6.25524439102564
2023-12-08 00:00:00,5102.5,13.5995833333333,-9.75760416666667,77.86625,2.20201041666667,268.1790625,2.16270833333333,0.282378205128205,345.8745875,76.3263229166667,74.1663645833333,-36.0006145833333,-7.37513541666667,Inf,2.1598125,-28.62946875,-26.4672708333333,1.41588541666667,2.05477083333333,193.403708333333,1.41589583333333,191.3315625,29.5930833333333,40.3258645833333,66.7879479166667,NaN,NaN,257,7.25711987179487
2023-12-09 00:00:00,5198.5,13.1669791666667,-13.9845833333333,79.4223958333333,1.47361458333333,318.255208333333,1.43521875,0.294685897435897,347.448607291667,20.9381145833333,37.9894375,-13.8780625,-8.21103125,381.639785714286,-17.0503854166667,-5.66715625,-22.7182708333333,1.54294791666667,2.33507291666667,195.520625,1.54294791666667,192.862625,34.5503020833333,7.05748958333333,29.7763645833333,NaN,NaN,266,7.83864487179487
2023-12-10 00:00:00,5294.5,13.4244791666667,-9.28038541666667,78.2461458333333,2.33689583333333,267.44375,2.29764583333333,0.30699358974359,353.965804166667,21.6418125,16.4290208333333,-18.9292604166667,-3.18022916666667,Inf,5.21222916666667,-15.74821875,-10.5360416666667,3.13696875,4.02390625,218.01875,3.13696875,218.3375,21.1705208333333,2.71261458333333,13.24734375,NaN,NaN,267,8.19672884615385
2023-12-11 00:00:00,5390.5,13.52625,-5.22488541666667,86.9264583333333,2.08840625,295.9375,2.0681875,0.319301282051282,378.91774375,42.03978125,38.98978125,-20.7595625,-5.87836458333333,NaN,3.05057291666667,-14.8816354166667,-11.8324583333333,1.84645833333333,2.59773958333333,222.241041666667,1.84645833333333,220.934375,22.03634375,21.28084375,33.1109166666667,NaN,NaN,204,6.51374615384615
2023-12-12 00:00:00,5486.5,13.5513541666667,-4.62860416666667,68.1820833333333,2.46180208333333,262.479166666667,2.44065625,0.321173878205128,371.977484375,81.0886979166667,73.4221145833334,-40.7474479166667,-17.6823541666667,Inf,7.66594791666667,-23.0676666666667,-15.3994583333333,0.478791666666667,0.857114583333333,224.748614583333,0.478791666666667,245.431354166667,25.1816354166667,40.3393229166667,55.7417083333333,NaN,NaN,205,6.58406450320513
2023-12-13 00:00:00,5582.5,13.5720833333333,-3.826875,65.8291666666667,2.47935416666667,250.13125,2.46183333333333,0.300920555286912,360.055105208333,84.16171875,76.7260104166667,-59.9603854166667,-20.1516041666667,Inf,7.436625,-39.8104479166667,-32.3731458333333,0.601979166666667,1.01009375,220.20215625,0.601979166666667,238.920645833333,29.8022916666667,24.2002916666667,56.5783854166667,NaN,NaN,225,6.77071249395551
2023-12-14 00:00:00,5678.5,13.5792708333333,-3.71094791666667,70.6729166666667,2.45175,288.963541666667,2.43505208333333,0.313242746615087,362.593883333333,91.7333645833333,86.9716354166667,-89.2860416666667,-20.5014583333333,Inf,4.76090625,-68.7870833333333,-64.0255520833333,1.40465625,2.09807291666667,196.744375,1.40465625,195.809479166667,31.7044166666667,2.44484375,66.4739166666667,NaN,NaN,246,7.70577156673114
2023-12-15 00:00:00,5774.5,13.6005208333333,-6.31715625,62.2196875,2.43859375,273.963541666667,2.41010416666667,0.333694652643456,360.302052083333,87.29509375,77.8300625,-94.8611458333333,-18.6784375,-0.165885416666667,9.46457291666666,-76.1821875,-66.71971875,2.08861458333333,3.02938541666667,181.039822916667,2.08861458333333,180.331145833333,30.4598541666667,-7.56605208333334,59.15075,NaN,NaN,255,8.50921364240812
